Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID,tipo
holey socks,White,No,NFS,10,Beige,Beige,1x1,,Recycle bin,,All Year,No,1.0.0,Simple,goth; comfy,No,Not for sale,SocksTexHole2,9071,mCipqhEgf8Co9QRig,SOCKS
holey tights,Black,No,350,87,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; goth; theatrical,No,For sale,SocksTexHoletights0,5176,CWxgPmSn9NHnRk7n8,SOCKS
holey tights,Pink,No,350,87,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; goth; theatrical,No,For sale,SocksTexHoletights1,9664,kfjtinkEFrk92xCDv,SOCKS
holey tights,Light blue,No,350,87,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; goth; theatrical,No,For sale,SocksTexHoletights2,9665,kRb3QxmzBz664qW7k,SOCKS
holey tights,Red,No,350,87,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cool,everyday; goth; theatrical,No,For sale,SocksTexHoletights3,9666,XddtgttTuvd2aGgJz,SOCKS
holey tights,Purple,No,350,87,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; goth; theatrical,No,For sale,SocksTexHoletights4,9667,dwSSLoeYvH4S8Bdvf,SOCKS
holey tights,Green,No,350,87,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; goth; theatrical,No,For sale,SocksTexHoletights5,9668,HsCb6Xa2yr6KfoP3j,SOCKS
holey tights,Blue,No,350,87,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; goth; theatrical,No,For sale,SocksTexHoletights6,9669,PYaDDkoBgonoD9ZgF,SOCKS
holey tights,Yellow,No,350,87,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; goth; theatrical,No,For sale,SocksTexHoletights7,9670,ZZ6wt2b5AyB4R3pEd,SOCKS
kiddie socks,Red & light blue,No,600,150,Red,Light blue,1x1,,Kicks,,All Year,No,1.0.0,Cute,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexKids0,5201,5mqGef4h29DktRP5J,SOCKS
kiddie socks,Blue & orange,No,600,150,Blue,Orange,1x1,,Kicks,,All Year,No,1.0.0,Cute,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexKids1,9985,caua8mbapACdisDuE,SOCKS
kiddie socks,Lime & pink,No,600,150,Green,Pink,1x1,,Kicks,,All Year,No,1.0.0,Cute,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexKids2,9986,rKW7PLjcnQTJmxLpj,SOCKS
kiddie socks,Yellow & purple,No,600,150,Yellow,Purple,1x1,,Kicks,,All Year,No,1.0.0,Cute,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexKids3,9987,CR4KZHwxdFpshqtRN,SOCKS
kiddie socks,Light blue & red,No,600,150,Light blue,Red,1x1,,Kicks,,All Year,No,1.0.0,Cute,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexKids4,9988,LFgFyfPHF5DCtB2Mg,SOCKS
kiddie socks,Purple & green,No,600,150,Purple,Green,1x1,,Kicks,,All Year,No,1.0.0,Cute,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexKids5,9989,Q5ppLfq9eAyh5CiDd,SOCKS
kiddie socks,Pink & yellow,No,600,150,Pink,Yellow,1x1,,Kicks,,All Year,No,1.0.0,Cute,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexKids6,9990,uDAkFWgcMBdTxrpe7,SOCKS
kiddie socks,Black & gray,No,600,150,Black,Gray,1x1,,Kicks,,All Year,No,1.0.0,Cute,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexKids7,9991,JYXCDdJSMofR4Fhgn,SOCKS
Labelle socks,Twilight,No,940,235,Purple,Purple,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; formal; sporty; theatrical,No,For sale,SocksTexKatesocks0,9883,hyhRxPjBSZAvnxQjr,SOCKS
Labelle socks,Midnight,No,940,235,Black,Black,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; formal; sporty; theatrical,No,For sale,SocksTexKatesocks1,11761,ZaX5Gyb34Kwj9bzLn,SOCKS
Labelle socks,Passion,No,940,235,Red,Red,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; formal; sporty; theatrical,No,For sale,SocksTexKatesocks2,11762,b7JBgeuAoWuwhKc9b,SOCKS
Labelle socks,Ocean,No,940,235,Blue,Blue,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; formal; sporty; theatrical,No,For sale,SocksTexKatesocks3,11763,RdoRnCSw4FpEXci5s,SOCKS
Labelle socks,Sunset,No,940,235,Yellow,Yellow,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; formal; sporty; theatrical,No,For sale,SocksTexKatesocks4,11764,bkDdwmPfGjYDQvo3b,SOCKS
Labelle socks,Love,No,940,235,Pink,Pink,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; formal; sporty; theatrical,No,For sale,SocksTexKatesocks5,11765,zSHmRiEPN4emdp2Bg,SOCKS
Labelle tights,Twilight,No,1240,310,Purple,Purple,1x1,,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical,No,For sale,SocksTexKatetights0,9882,dL7xeqfcNGRcayR59,SOCKS
Labelle tights,Midnight,No,1240,310,Black,Black,1x1,,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical,No,For sale,SocksTexKatetights1,11756,s9SheWRC6wvujqCQp,SOCKS
Labelle tights,Passion,No,1240,310,Red,Red,1x1,,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical,No,For sale,SocksTexKatetights2,11757,epohpktM92yF7bhcB,SOCKS
Labelle tights,Ocean,No,1240,310,Blue,Blue,1x1,,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical,No,For sale,SocksTexKatetights3,11758,MAHpTyaE9sPCXsKpb,SOCKS
Labelle tights,Sunset,No,1240,310,Orange,Orange,1x1,,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical,No,For sale,SocksTexKatetights4,11759,e5f9rJg8Qo56X6xpo,SOCKS
Labelle tights,Love,No,1240,310,Pink,Pink,1x1,,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical,No,For sale,SocksTexKatetights5,11760,zrQngGimLZz9HNpck,SOCKS
lace socks,White,No,720,180,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party,No,For sale,SocksTexLace0,5173,qRGNuwPJJS3YyWe7w,SOCKS
lace socks,Pink,No,720,180,Pink,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party,No,For sale,SocksTexLace1,8931,HMyTxrLsMc3PkSPXN,SOCKS
lace socks,Green,No,720,180,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party,No,For sale,SocksTexLace2,8932,zFT2DpYJPacGNEAP4,SOCKS
lace socks,Black,No,720,180,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party,No,For sale,SocksTexLace3,8933,86Y8rtryieE8cCHcS,SOCKS
lace socks,Beige,No,720,180,Beige,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party,No,For sale,SocksTexLace4,10170,2wWiCEyFpcC64yLJz,SOCKS
layered socks,Purple,No,720,180,Gray,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Simple,everyday; comfy,No,For sale,SockstTexOverlapping0,5195,2am8FTEZehx7t7nh7,SOCKS
layered socks,Blue,No,720,180,Gray,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Simple,everyday; comfy,No,For sale,SockstTexOverlapping1,9902,pYcz36NuF4WtFs6nd,SOCKS
layered socks,Yellow,No,720,180,Gray,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Simple,everyday; comfy,No,For sale,SockstTexOverlapping2,9903,f8f8oNrhxiA3WCZwn,SOCKS
layered socks,Green,No,720,180,Gray,Green,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,Yes,1.0.0,Simple,everyday; comfy,No,For sale,SockstTexOverlapping3,9904,v5xsCzumBt8AQxD2q,SOCKS
layered socks,Red,No,720,180,Gray,Red,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Simple,everyday; comfy,No,For sale,SockstTexOverlapping4,9905,dtFsbH6p5a4dPufKx,SOCKS
layered socks,Orange,No,720,180,Gray,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Simple,everyday; comfy,No,For sale,SockstTexOverlapping5,9906,3wugeZu3eS3Kq5Mfz,SOCKS
leg warmers,Purple,No,440,110,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,outdoorsy; comfy,No,For sale,SocksTexLegwarmer0,5169,XfT3B4xa9sbPq9SXo,SOCKS
leg warmers,Black,No,440,110,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,outdoorsy; comfy,No,For sale,SocksTexLegwarmer1,9785,7SjdceMm9EBftH999,SOCKS
leg warmers,Gray,No,440,110,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,outdoorsy; comfy,No,For sale,SocksTexLegwarmer2,9786,MRYbYyEpPpwCHQC6K,SOCKS
leg warmers,Pink,No,440,110,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,outdoorsy; comfy,No,For sale,SocksTexLegwarmer3,9787,YbGujwbC62LKu4EJX,SOCKS
leg warmers,Light purple,No,440,110,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,outdoorsy; comfy,No,For sale,SocksTexLegwarmer4,9788,HsxzpQQSheGZLynvt,SOCKS
leg warmers,Blue,No,440,110,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,outdoorsy; comfy,No,For sale,SocksTexLegwarmer5,9789,pLsudAtibb4CcFrXA,SOCKS
mixed-tweed socks,Red,No,800,200,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexMixtweed0,5168,owfZHfF53LSDDc9oY,SOCKS
mixed-tweed socks,Avocado,No,800,200,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexMixtweed1,9063,Sm9A7YY3Cop9SL2SL,SOCKS
mixed-tweed socks,Light blue,No,800,200,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexMixtweed2,9064,g8E79aFTJFqNSWkHa,SOCKS
mixed-tweed socks,Purple,No,800,200,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexMixtweed3,9065,zYKg8nbNZ4yiK8MRo,SOCKS
mixed-tweed socks,Blue,No,800,200,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexMixtweed4,9066,8zXuSD5mWeqWx9Ya3,SOCKS
mixed-tweed socks,Orange,No,800,200,Orange,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexMixtweed5,9067,rKn2vigLdAKyp78pT,SOCKS
mixed-tweed socks,Lime,No,800,200,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexMixtweed6,9068,pYazqm8irTwb5jLvL,SOCKS
mixed-tweed socks,Pink,No,800,200,Beige,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexMixtweed7,9069,cdQLDmrQGmcMsDCyB,SOCKS
neon leggings,Yellow,No,540,135,Yellow,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; party; theatrical,No,For sale,SocksTexNeonleggings0,9586,RLSZDLNbLG83GjLLK,SOCKS
neon leggings,Pink,No,540,135,Pink,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; party; theatrical,No,For sale,SocksTexNeonleggings1,9808,m3yXnPxG2S67TTXiP,SOCKS
neon leggings,Orange,No,540,135,Orange,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; party; theatrical,No,For sale,SocksTexNeonleggings2,9809,nWcu7nF4Mm3GAaFuz,SOCKS
neon leggings,Green,No,540,135,Green,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; party; theatrical,No,For sale,SocksTexNeonleggings3,9810,CiRdadkZ8CZHGSLWr,SOCKS
neon leggings,Purple,No,540,135,Purple,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; party; theatrical,No,For sale,SocksTexNeonleggings4,9811,tYx44vCXssquakWKM,SOCKS
neon tights,Yellow,No,720,180,Yellow,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,party; theatrical,No,For sale,SocksTexNeontights0,9583,ribe86zk8CSeDJcNX,SOCKS
neon tights,Pink,No,720,180,Pink,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,party; theatrical,No,For sale,SocksTexNeontights1,9694,W49nhK8ikKp6iSa5a,SOCKS
neon tights,Orange,No,720,180,Orange,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,party; theatrical,No,For sale,SocksTexNeontights2,9695,pXXmML69f4b9sRPsa,SOCKS
neon tights,Green,No,720,180,Green,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,party; theatrical,No,For sale,SocksTexNeontights3,9696,eQLqwi3PDf8SvShDJ,SOCKS
neon tights,Purple,No,720,180,Purple,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,party; theatrical,No,For sale,SocksTexNeontights4,9697,rqxeHWvFkEJxeELii,SOCKS
no-show socks,Gray,No,480,120,Gray,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexSneakerin0,4741,23uqWuWmWfQc9SZrT,SOCKS
no-show socks,White,No,480,120,White,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexSneakerin1,10003,nsnHnWq7HcCK3dSS5,SOCKS
no-show socks,Berry red,No,480,120,Red,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexSneakerin2,10004,RSdqLjfMrxzg6Nmij,SOCKS
no-show socks,Light blue,No,480,120,Light blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexSneakerin3,10005,YvFWc5QiCGCypwRRn,SOCKS
no-show socks,Orange,No,480,120,Orange,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexSneakerin4,10006,QWGErd9MjKGGs4iPK,SOCKS
no-show socks,Green,No,480,120,Green,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexSneakerin5,10007,w7siY5WWvHdgEhgHS,SOCKS
no-show socks,Navy blue,No,480,120,Blue,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexSneakerin6,10008,8ttfsejMHiMv72kta,SOCKS
no-show socks,Yellow,No,480,120,Yellow,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; comfy; sporty,No,For sale,SocksTexSneakerin7,10009,58eK8s82q6PQojHbZ,SOCKS
Nook Inc. socks,Yellow,No,NFS,2000,Yellow,Orange,1x1,400.0,Nook Miles Shop,,All Year,No,1.0.0,Active,everyday; outdoorsy; comfy,No,Not for sale,SocksTexBorderRco,5629,9aX93qfqKjkA3Ah4F,SOCKS
nordic socks,Navy blue,No,840,210,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; outdoorsy; comfy,No,For sale,SocksTexNordic0,4748,YQkah68GuwuXS2Gnv,SOCKS
nordic socks,Ivory,No,840,210,Beige,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; outdoorsy; comfy,No,For sale,SocksTexNordic1,9889,HKdHEfY4v8cpzdGT2,SOCKS
nordic socks,Red,No,840,210,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Elegant,everyday; outdoorsy; comfy,No,For sale,SocksTexNordic2,9890,yKLbboCACLCSWPHmw,SOCKS
nordic socks,Blue,No,840,210,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; outdoorsy; comfy,No,For sale,SocksTexNordic3,9891,x493oaGe4pAqW8Tue,SOCKS
nordic socks,Gray,No,840,210,Gray,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; outdoorsy; comfy,No,For sale,SocksTexNordic4,9892,MBjHJKaxWHn8hJyeQ,SOCKS
nordic socks,Green,No,840,210,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Elegant,everyday; outdoorsy; comfy,No,For sale,SocksTexNordic5,9893,d9PWq3zpaRggPoN8R,SOCKS
nordic socks,Light blue,No,840,210,Light blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; outdoorsy; comfy,No,For sale,SocksTexNordic6,9894,QAMoumSd9Fv7CwA6m,SOCKS
patterned stockings,Black,No,940,235,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,everyday; formal; party; theatrical,No,For sale,SocksTexStripedot0,6046,MPuQ9PxnjGgBdR4cr,SOCKS
patterned stockings,White,No,940,235,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical,No,For sale,SocksTexStripedot1,9674,bbZrafLMe87ifZ6yK,SOCKS
pom-pom socks,Pink,No,720,180,Pink,White,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,No,For sale,SocksTexBobble0,5179,xTxpqcYovDS7R4brm,SOCKS
pom-pom socks,Blue,No,720,180,Light blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,No,For sale,SocksTexBobble1,9072,X2Esyxf48CNDo7aS5,SOCKS
pom-pom socks,Green,No,720,180,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,No,For sale,SocksTexBobble2,9073,sJ4i4vbxAsffiM4PS,SOCKS
pom-pom socks,Orange,No,720,180,Orange,White,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,No,For sale,SocksTexBobble3,9074,7cX6yDzovZqcytqYq,SOCKS
pom-pom socks,Purple,No,720,180,Purple,White,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,No,For sale,SocksTexBobble4,9075,p8pAsGdvNt3MhZJvQ,SOCKS
puckered socks,Mustard,No,600,150,Orange,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexPucker0,5198,jHhnoh4uTuxvfrRoR,SOCKS
puckered socks,Red,No,600,150,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexPucker1,9078,tqbtYmMFqJea5Ly4H,SOCKS
puckered socks,Blue,No,600,150,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexPucker2,9079,Qjs7aEzAyXkYiEx2j,SOCKS
puckered socks,Green,No,600,150,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexPucker3,9080,CBvB7JPEmJTEfBqHG,SOCKS
puckered socks,Purple,No,600,150,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexPucker4,9081,pEZh2BMo5Ht2z4Qdn,SOCKS
running tights,Pink,No,550,137,Black,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty; work,No,For sale,SocksTexRun0,5214,vtfGv2xygxLpzEQ6c,SOCKS
running tights,Yellow,No,550,137,Black,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty; work,No,For sale,SocksTexRun1,9798,7cbeNaN77kh4PSrbn,SOCKS
running tights,Blue,No,550,137,Black,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; sporty; work,No,For sale,SocksTexRun2,9799,4tutx5H5HC9TNWmFn,SOCKS
running tights,Green,No,550,137,Black,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty; work,No,For sale,SocksTexRun3,9800,4HnvYfdvg6WwwBz9u,SOCKS
semi-opaque socks,Green,No,480,120,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancesocks0,9644,aDd9YECbDwxmdtYRN,SOCKS
semi-opaque socks,Red,No,480,120,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancesocks1,10027,9y7L6GWXoiMhXgsnf,SOCKS
semi-opaque socks,Blue,No,480,120,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancesocks2,10028,cuQ2Efgb8W3eYPQMr,SOCKS
semi-opaque socks,Navy blue,No,480,120,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancesocks3,10029,sqE8jqYCHjdpHJLD5,SOCKS
semi-opaque socks,Purple,No,480,120,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancesocks4,10030,fm5LhL9MfomtYc46n,SOCKS
semi-opaque socks,Camel,No,480,120,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancesocks5,10031,KLmZ9YcLY8dcH3nxQ,SOCKS
semi-opaque socks,Avocado,No,480,120,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancesocks6,10032,eDjvXAE53RX4Y4uRb,SOCKS
semi-opaque socks,Brown,No,480,120,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancesocks7,10033,seWE9o2TE28kpMDjm,SOCKS
semi-opaque tights,Brown,No,720,180,Orange,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancetights0,9580,4tvCsLmAJBucyRFh4,SOCKS
semi-opaque tights,Yellow,No,720,180,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancetights1,9675,wrzsLNreDDJSx9rcv,SOCKS
semi-opaque tights,Green,No,720,180,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancetights2,9676,dybLNTRi3jQvD8Tdq,SOCKS
semi-opaque tights,Purple,No,720,180,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancetights3,9677,TQaSHhuiZi36xa2Jx,SOCKS
semi-opaque tights,Blue,No,720,180,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancetights4,9678,GtaHiEpq7oDHgytbC,SOCKS
semi-opaque tights,Pink,No,720,180,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancetights5,9679,g4dSGvzNvZLb5woZ2,SOCKS
semi-opaque tights,Red,No,720,180,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancetights6,9680,SG5Y2GgkbZ3bfrKzG,SOCKS
semi-opaque tights,Yellow-green,No,720,180,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday,No,For sale,SocksTexNuancetights7,9681,Z36xyWkyy3QY6egTc,SOCKS
sequin leggings,Pink,No,940,235,Pink,Pink,1x1,,Kicks,,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,SocksTexSequins0,4743,pKRC3yY3R5RkyxY5x,SOCKS
