Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID,tipo
firefly model,,,,,No,No,No,,NFS,900,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectHotaruToy,,7065,GYJXuPEWAsEc2Bzt6,MISCELLANEOUS
firewood,,,,,Yes,No,No,,NFS,960,Brown,Beige,1x1,Crafting,,1.0.0,garage,garden,,,No,Plants,Yes,Does not play music,No lighting,Not for sale,FtrFirewood,,5970,qm8zDyK9mtsNpFudJ,MISCELLANEOUS
flea model,,,,,No,No,No,,NFS,210,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectNomiToy,,5935,GztqYCmFnd7XMvNrc,MISCELLANEOUS
floating-biotope planter,Brown,,,,No,No,No,,1600,400,Brown,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,garden,,,No,Plants,Yes,Does not play music,No lighting,For sale,FtrBiotope_Remake_0_0,0_0,4094,jvheZyGuYB9KzbWo9,MISCELLANEOUS
floating-biotope planter,Artistic,,,,No,No,No,,1600,400,Blue,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,garden,,,No,Plants,Yes,Does not play music,No lighting,For sale,FtrBiotope_Remake_1_0,1_0,4094,5jS6TqHYJdhqqeDoF,MISCELLANEOUS
floating-biotope planter,White,,,,No,No,No,,1600,400,White,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,garden,,,No,Plants,Yes,Does not play music,No lighting,For sale,FtrBiotope_Remake_2_0,2_0,4094,TnAn9vhCLp6m5aRgw,MISCELLANEOUS
floating-biotope planter,Black,,,,No,No,No,,1600,400,Black,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,garden,,,No,Plants,Yes,Does not play music,No lighting,For sale,FtrBiotope_Remake_3_0,3_0,4094,9WMnssWNzgGcM5F8b,MISCELLANEOUS
floor sign,Warning,,,,No,No,No,,890,222,Yellow,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,facility,,,No,Vehicle,No,Does not play music,No lighting,For sale,FtrSafetycone_Remake_0_0,0_0,7260,A2vgmqLg6DE7MJPLJ,MISCELLANEOUS
floor sign,Stop,,,,No,No,No,,890,222,Yellow,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,facility,,,No,Vehicle,No,Does not play music,No lighting,For sale,FtrSafetycone_Remake_1_0,1_0,7260,YyZcBdjBgdGCNANXu,MISCELLANEOUS
floor sign,No Entry,,,,No,No,No,,890,222,Yellow,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,facility,,,No,Vehicle,No,Does not play music,No lighting,For sale,FtrSafetycone_Remake_2_0,2_0,7260,JhrXxgq9Lv8NsDQ7T,MISCELLANEOUS
floor sign,Slippery,,,,No,No,No,,890,222,Yellow,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,facility,,,No,Vehicle,No,Does not play music,No lighting,For sale,FtrSafetycone_Remake_3_0,3_0,7260,T43X5danNp9qeD5yJ,MISCELLANEOUS
floor sign,No Parking,,,,No,No,No,,890,222,Yellow,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,facility,,,No,Vehicle,No,Does not play music,No lighting,For sale,FtrSafetycone_Remake_4_0,4_0,7260,EKduwBLWZoBofyAGX,MISCELLANEOUS
fly model,,,,,No,No,No,,NFS,180,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectHaeToy,,7060,g3FdrKRuwECfsnmdj,MISCELLANEOUS
football,,,,,No,No,No,,400,100,Orange,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,,,No,Sports,Yes,Does not play music,No lighting,For sale,FtrFootball,,4381,F39nbERtmDPBgMpRG,MISCELLANEOUS
football fish model,,,,,No,No,No,,NFS,7500,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishChouchinankouToy,,6940,PL2Bd4M6nPhpMkGzQ,MISCELLANEOUS
fortune-telling set,Purple,,,,No,No,No,,1000,250,Light blue,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,horror,,,Yes,Study,No,Does not play music,Candle,For sale,FtrPsychicset_Remake_0_0,0_0,3961,Cw4hpudQ7vw9FmtJt,MISCELLANEOUS
fortune-telling set,Black,,,,No,No,No,,1000,250,Purple,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,horror,,,Yes,Study,No,Does not play music,Candle,For sale,FtrPsychicset_Remake_1_0,1_0,3961,ZtH8i8DRS3Gyz8d7C,MISCELLANEOUS
fragrance diffuser,White,,,,No,No,No,,1400,350,White,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Beauty,No,Does not play music,Emission,For sale,FtrAromadiffuser_Remake_0_0,0_0,8418,euKnSzN4P9dg7unmJ,MISCELLANEOUS
fragrance diffuser,Yellow,,,,No,No,No,,1400,350,Yellow,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Beauty,No,Does not play music,Emission,For sale,FtrAromadiffuser_Remake_1_0,1_0,8418,2b4iGtMyBGXtCoL7x,MISCELLANEOUS
fragrance diffuser,Pink,,,,No,No,No,,1400,350,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Beauty,No,Does not play music,Emission,For sale,FtrAromadiffuser_Remake_2_0,2_0,8418,aGKrqCc9kFZfWeTGo,MISCELLANEOUS
fragrance diffuser,Green,,,,No,No,No,,1400,350,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Beauty,No,Does not play music,Emission,For sale,FtrAromadiffuser_Remake_3_0,3_0,8418,BJDqWwkaiMnvsJJQB,MISCELLANEOUS
fragrance diffuser,Blue,,,,No,No,No,,1400,350,Light blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Beauty,No,Does not play music,Emission,For sale,FtrAromadiffuser_Remake_4_0,4_0,8418,mv4eyqRCrFxheYZZt,MISCELLANEOUS
fragrance sticks,Green,,,,No,No,No,,830,207,Green,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,fancy,,,No,Beauty,No,Does not play music,No lighting,For sale,FtrAromastick_Remake_0_0,0_0,10244,xca92BweE2PtqWgH8,MISCELLANEOUS
fragrance sticks,Blue,,,,No,No,No,,830,207,Blue,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,fancy,,,No,Beauty,No,Does not play music,No lighting,For sale,FtrAromastick_Remake_1_0,1_0,10244,BpkEQprys4uCCvir4,MISCELLANEOUS
fragrance sticks,Brown,,,,No,No,No,,830,207,Brown,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,fancy,,,No,Beauty,No,Does not play music,No lighting,For sale,FtrAromastick_Remake_2_0,2_0,10244,XdsGKgynvoBRXsM7o,MISCELLANEOUS
fragrance sticks,Black,,,,No,No,No,,830,207,Gray,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,fancy,,,No,Beauty,No,Does not play music,No lighting,For sale,FtrAromastick_Remake_3_0,3_0,10244,yC5pX4sLqiJ3pHSY5,MISCELLANEOUS
freshwater goby model,,,,,No,No,No,,NFS,1200,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishDonkoToy,,6946,sthyBRzzRb88wKaJp,MISCELLANEOUS
frog model,,,,,No,No,No,,NFS,360,Green,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishKaeruToy,,6962,Tz6CS8ZK8W732hR7f,MISCELLANEOUS
frozen-treat set,Soda,Flavor,,,Yes,Yes,No,7.0,NFS,5400,Light blue,Beige,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_0_0,0_0,4279,FG2vLN2oj9HiWoWXd,MISCELLANEOUS
frozen-treat set,Vanilla & chocolate,Flavor,,,Yes,Yes,No,7.0,NFS,5400,Light blue,Beige,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_1_0,1_0,4279,Z5EyNz6nocjXv2XvA,MISCELLANEOUS
frozen-treat set,Citrus,Flavor,,,Yes,Yes,No,7.0,NFS,5400,Light blue,Yellow,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_2_0,2_0,4279,XWLsP5Lc7c3q6Wozj,MISCELLANEOUS
frozen-treat set,Berry,Flavor,,,Yes,Yes,No,7.0,NFS,5400,Light blue,Colorful,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_3_0,3_0,4279,XBAQZaxMwKAgCdB4C,MISCELLANEOUS
frozen-treat set,Kiwifruit,Flavor,,,Yes,Yes,No,7.0,NFS,5400,Light blue,Colorful,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_4_0,4_0,4279,cPhYTDwELkCjs4xDR,MISCELLANEOUS
frozen-treat set,Chocolate mint,Flavor,,,Yes,Yes,No,7.0,NFS,5400,Light blue,Colorful,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_5_0,5_0,4279,M57ZMFGPHTd8bPBzG,MISCELLANEOUS
fruit basket,,,,,Yes,No,No,,NFS,1000,Colorful,Beige,1x1,Crafting,,1.0.0,kitchen,fancy,fruits,,No,Dining,No,Does not play music,No lighting,Not for sale,FtrFruitbasket,,975,kXfaPGQuYZc7irSfg,MISCELLANEOUS
frying pan,Empty,Dish,,,Yes,Yes,No,2.0,NFS,1500,Black,Black,1x1,Crafting,,1.0.0,kitchen,shop,,,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_0_0,0_0,4104,LApWF9jMSkGhzYSM4,MISCELLANEOUS
frying pan,Veggie sauté,Dish,,,Yes,Yes,No,2.0,NFS,1500,Black,Green,1x1,Crafting,,1.0.0,kitchen,shop,,,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_1_0,1_0,4104,tkhbjn3JRNwzEMxvz,MISCELLANEOUS
frying pan,Pasta,Dish,,,Yes,Yes,No,2.0,NFS,1500,Black,Beige,1x1,Crafting,,1.0.0,kitchen,shop,,,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_2_0,2_0,4104,F3JswDrx4C8Yc4zMT,MISCELLANEOUS
frying pan,Ratatouille,Dish,,,Yes,Yes,No,2.0,NFS,1500,Black,Red,1x1,Crafting,,1.0.0,kitchen,shop,,,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_3_0,3_0,4104,pZBKddR3fRJ5GiHMW,MISCELLANEOUS
frying pan,Pizza,Dish,,,Yes,Yes,No,2.0,NFS,1500,Black,Yellow,1x1,Crafting,,1.0.0,kitchen,shop,,,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_4_0,4_0,4104,cge27swzWLHnpckWZ,MISCELLANEOUS
frying pan,Failed attempt,Dish,,,Yes,Yes,No,2.0,NFS,1500,Black,Brown,1x1,Crafting,,1.0.0,kitchen,shop,,,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_5_0,5_0,4104,PcAkaqMBPBmdpWicT,MISCELLANEOUS
gar model,,,,,No,No,No,,NFS,18000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishGaToy,,6952,yZcnMvZ4rLrCkYtaM,MISCELLANEOUS
garden gnome,Sprightly gnome,,,,No,No,No,,1900,475,Red,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,,,,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_0_0,0_0,1624,MiwLvDynsLybmusCX,MISCELLANEOUS
garden gnome,Sleepy gnome,,,,No,No,No,,1900,475,Purple,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,,,,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_1_0,1_0,1624,xQAE8W2mxYX8Jma6P,MISCELLANEOUS
garden gnome,Surprised gnome,,,,No,No,No,,1900,475,Yellow,Light blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,,,,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_2_0,2_0,1624,auyR26CLFZgXvgMc7,MISCELLANEOUS
garden gnome,Reliable gnome,,,,No,No,No,,1900,475,Blue,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,,,,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_3_0,3_0,1624,Qi2yzvmvBNjwynKiq,MISCELLANEOUS
garden gnome,Hungry gnome,,,,No,No,No,,1900,475,Orange,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,,,,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_4_0,4_0,1624,cNCLkTnhfAZuPxZqE,MISCELLANEOUS
garden gnome,Laid-back gnome,,,,No,No,No,,1900,475,Green,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,,,,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_5_0,5_0,1624,WrhfLBQ4eZrZTG4Ne,MISCELLANEOUS
garden gnome,Passionate gnome,,,,No,No,No,,1900,475,Red,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,,,,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_6_0,6_0,1624,CNwGvvs9ziAH2Awqr,MISCELLANEOUS
garden gnome,Rebel gnome,,,,No,No,No,,1900,475,Black,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,,,,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_7_0,7_0,1624,GwqB5qwGDojfR3tYb,MISCELLANEOUS
giant cicada model,,,,,No,No,No,,NFS,1500,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectKumazemiToy,,7078,csWeNvuAACukANCpJ,MISCELLANEOUS
giant snakehead model,,,,,No,No,No,,NFS,16500,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishRaigyoToy,,7007,ALQi2XP5o5qS3T8iD,MISCELLANEOUS
giant stag model,,,,,No,No,No,,NFS,30000,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectOhkuwagataToy,,7092,ZPfLEXuewDf2Qz3XT,MISCELLANEOUS
giant trevally model,,,,,No,No,No,,NFS,13500,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishRouninajiToy,,7010,6rSAibAwAapbojLLt,MISCELLANEOUS
giant water bug model,,,,,No,No,No,,NFS,6000,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectTagameToy,,7120,t55oQ6tNKwXtfn2Ds,MISCELLANEOUS
glass holder with candle,White,,,,No,No,No,,350,87,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_0_0,0_0,4230,KruL9J4s7hGbW3bTM,MISCELLANEOUS
glass holder with candle,Red,,,,No,No,No,,350,87,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_1_0,1_0,4230,MpMxpvzknSn9DMQQg,MISCELLANEOUS
glass holder with candle,Pink,,,,No,No,No,,350,87,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_2_0,2_0,4230,ChhWGgfgL5TBS28WC,MISCELLANEOUS
glass holder with candle,Green,,,,No,No,No,,350,87,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_3_0,3_0,4230,p6uZYxj86LqwRSkcB,MISCELLANEOUS
glass holder with candle,Blue,,,,No,No,No,,350,87,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_4_0,4_0,4230,qWMCLJ24Mro8y6eZK,MISCELLANEOUS
glass holder with candle,Purple,,,,No,No,No,,350,87,Purple,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_5_0,5_0,4230,okLbbWAAwHD3nrJyT,MISCELLANEOUS
globe,Standard,,,,No,No,No,,1800,450,Light blue,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,school,,,Yes,Space,No,Does not play music,No lighting,For sale,FtrGlobe_Remake_0_0,0_0,1411,9gnayEE94Mkxrymdz,MISCELLANEOUS
globe,Sepia,,,,No,No,No,,1800,450,Yellow,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,school,,,Yes,Space,No,Does not play music,No lighting,For sale,FtrGlobe_Remake_1_0,1_0,1411,3a5KPSQKgtJ7hzeqT,MISCELLANEOUS
globe,Cool,,,,No,No,No,,1800,450,Blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,school,,,Yes,Space,No,Does not play music,No lighting,For sale,FtrGlobe_Remake_2_0,2_0,1411,LK92o5bBeHinkwHER,MISCELLANEOUS
gold bars,,,,,Yes,No,No,,NFS,30000,Yellow,Yellow,1x1,Crafting,,1.0.0,expensive,,golden,,No,Museum,No,Does not play music,No lighting,Not for sale,FtrGoldbar,,3065,SgyEnz4xTyw4NmzBP,MISCELLANEOUS
gold bug trophy,,,,,No,No,No,,NFS,450,Yellow,Brown,1x1,Bug-Off,,1.0.0,expensive,,,,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyInsectGold,,1203,vm8GXJudK4M2JzovT,MISCELLANEOUS
gold fish trophy,,,,,No,No,No,,NFS,450,Yellow,Brown,1x1,Fishing Tourney,,1.0.0,expensive,,,,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyFishGold,,1200,SczqYHeEfucim4Rd9,MISCELLANEOUS
gold HHA trophy,,,,,No,No,No,,NFS,450,Yellow,Brown,1x1,HHA,,1.0.0,expensive,,,,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyHhaGold,,7032,T6L8asaBjQsADwqp4,MISCELLANEOUS
golden arowana model,,,,,Yes,No,No,,NFS,30000,Yellow,Brown,1x1,Crafting,,1.0.0,ocean,facility,,,No,Special Fish,No,Does not play music,No lighting,Not for sale,FtrFishArowanaGold,,11260,RzTpus94F9x6F9uyC,MISCELLANEOUS
golden candlestick,,,,,Yes,No,No,,NFS,20000,Yellow,Yellow,1x1,Crafting,,1.0.0,expensive,horror,golden,,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrGoldCandlestand,,3772,cLcnEbXNX7wDiw73J,MISCELLANEOUS
golden dishes,,,,,Yes,No,No,,NFS,10000,Yellow,Red,1x1,Crafting,,1.0.0,kitchen,expensive,golden,,No,Dining,No,Does not play music,No lighting,Not for sale,FtrGoldDishes,,3810,oh535yTt29PAWcxAT,MISCELLANEOUS
golden dung beetle,,,,,Yes,No,No,,NFS,30000,Yellow,Yellow,1x1,Crafting,,1.0.0,expensive,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectKabutomushiGold,,5941,jCAeGfE9EY6JjSjmy,MISCELLANEOUS
golden stag model,,,,,No,No,No,,NFS,36000,Black,Yellow,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectOugononikuwagataToy,,7093,fcMjx9bmpbFC7AsvX,MISCELLANEOUS
golden trout model,,,,,No,No,No,,NFS,45000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishGoldenTorautoToy,,6953,MipMdXDNHfYrr3bLu,MISCELLANEOUS
goldfish model,,,,,No,No,No,,NFS,3900,Red,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishKingyoToy,,6930,mRn4RGS8sYrzgrAqr,MISCELLANEOUS
grand giraffe stag model,,,,,No,No,No,,NFS,36000,Black,Black,2x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectGirafanokogirikuwagataToy,,7115,ttnzTG6PHQ2Y7PZZq,MISCELLANEOUS
grand goliath beetle model,,,,,No,No,No,,NFS,24000,Red,Black,2x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectGoraiasuohtsunohanamuguriToy,,7059,vkR6AXTBEshZxMf8s,MISCELLANEOUS
grand h. hercules model,,,,,No,No,No,,NFS,36000,Black,Yellow,2x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectHerakuresuohkabutoToy,,5924,rKJCAihB8XLW85aJB,MISCELLANEOUS
grasshopper model,,,,,No,No,No,,NFS,480,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectKirigirisuToy,,7073,jSDqSGWdTxgqQGFww,MISCELLANEOUS
great purple emperor model,,,,,No,No,No,,NFS,9000,Purple,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectOhmurasakiToy,,7113,vvZfCbz4b6i8tnzsD,MISCELLANEOUS
great white shark model,,,,,No,No,No,,NFS,45000,Blue,Black,2x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishSameToy,,7013,BgaWCHsyrrTqnyrep,MISCELLANEOUS
guppy model,,,,,No,No,No,,NFS,3900,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishGuppiToy,,6954,hxtBv3kGXPdCKpfBN,MISCELLANEOUS
hammerhead shark model,,,,,No,No,No,,NFS,24000,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishShumokuzameToy,,7015,DnChpD6PN7A6GwMbK,MISCELLANEOUS
hamster cage,Blue,,,,No,No,No,,870,217,Light blue,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Animal,No,Does not play music,No lighting,For sale,FtrHamstercage_Remake_0_0,0_0,1348,okZ345zR9tDQEEdWp,MISCELLANEOUS
hamster cage,Pink,,,,No,No,No,,870,217,Pink,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Animal,No,Does not play music,No lighting,For sale,FtrHamstercage_Remake_1_0,1_0,1348,sjm9WM3roKnYHbnpT,MISCELLANEOUS
hamster cage,Yellow,,,,No,No,No,,870,217,Yellow,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Animal,No,Does not play music,No lighting,For sale,FtrHamstercage_Remake_2_0,2_0,1348,xhNLyKQRmDAHignm9,MISCELLANEOUS
hamster cage,Red,,,,No,No,No,,870,217,Red,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Animal,No,Does not play music,No lighting,For sale,FtrHamstercage_Remake_3_0,3_0,1348,GkFaaAPocQBGr3Rfs,MISCELLANEOUS
hamster cage,Brown,,,,No,No,No,,870,217,Brown,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,Yes,Animal,No,Does not play music,No lighting,For sale,FtrHamstercage_Remake_4_0,4_0,1348,8yG2mya8XMcx4hb8i,MISCELLANEOUS
handy water cooler,Blue,,,,No,No,No,,1400,350,Blue,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,fitness,school,,,No,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrWaterjug_Remake_0_0,0_0,3960,PiMg7JjF8w6jMefXd,MISCELLANEOUS
handy water cooler,Red,,,,No,No,No,,1400,350,Red,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,fitness,school,,,No,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrWaterjug_Remake_1_0,1_0,3960,yNQE7qBCjMvGXiEWF,MISCELLANEOUS
