Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID,tipo
clothesline,,,Green plaid,Drying shirt,Yes,No,Yes,2.0,NFS,100,Brown,Green,2x0.5,,Crafting,,1.0.0,garden,,,,No,Supplies,Yes,Does not play music,No lighting,Not for sale,FtrClothesline_Remake_0_4,0_4,3229,Fk5H349YAQ4tmo7wi,HOUSEWARES
clothesline pole,Silver,,Plain,Drying shirt,No,No,Yes,1.0,1100,275,Gray,White,2x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_0_0,0_0,1778,7T6ZZSQSeEKLkJoPW,HOUSEWARES
clothesline pole,Silver,,PE shirt,Drying shirt,No,No,Yes,1.0,1100,275,Gray,Beige,2x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_0_1,0_1,1778,MddTaK2Fp5EEi2JRx,HOUSEWARES
clothesline pole,Silver,,Fish,Drying shirt,No,No,Yes,1.0,1100,275,Gray,Light blue,2x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_0_2,0_2,1778,6oxsBNTrGjH9F3v86,HOUSEWARES
clothesline pole,Silver,,Carrot,Drying shirt,No,No,Yes,1.0,1100,275,Gray,Yellow,2x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_0_3,0_3,1778,wAqJ6dPrpZjkas5DQ,HOUSEWARES
clothesline pole,Blue,,Plain,Drying shirt,No,No,Yes,1.0,1100,275,Light blue,White,2x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_1_0,1_0,1778,3Z6RxYv5S3MN3L4Xt,HOUSEWARES
clothesline pole,Blue,,PE shirt,Drying shirt,No,No,Yes,1.0,1100,275,Light blue,Beige,2x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_1_1,1_1,1778,2RWTEJdXXiP8qEmAe,HOUSEWARES
clothesline pole,Blue,,Fish,Drying shirt,No,No,Yes,1.0,1100,275,Light blue,Light blue,2x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_1_2,1_2,1778,QufzYA49JBsMH5ugW,HOUSEWARES
clothesline pole,Blue,,Carrot,Drying shirt,No,No,Yes,1.0,1100,275,Light blue,Yellow,2x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_1_3,1_3,1778,e2PoQ963EkHdnR9Gh,HOUSEWARES
colorful wheel,Colorful numbers,,,,No,No,No,,2900,725,Colorful,Colorful,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,,,,Yes,Toy,No,Does not play music,No lighting,For sale,FtrRoulette_Remake_0_0,0_0,1112,BEs85a3zkwegASuCm,HOUSEWARES
colorful wheel,Two-toned numbers,,,,No,No,No,,2900,725,Blue,White,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,,,,Yes,Toy,No,Does not play music,No lighting,For sale,FtrRoulette_Remake_1_0,1_0,1112,CETab9qadQH7DuR24,HOUSEWARES
colorful wheel,Win or lose,,,,No,No,No,,2900,725,Purple,Yellow,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,,,,Yes,Toy,No,Does not play music,No lighting,For sale,FtrRoulette_Remake_2_0,2_0,1112,i48gjmGQCjTFtsffB,HOUSEWARES
colorful wheel,Black & red,,,,No,No,No,,2900,725,Red,Black,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,,,,Yes,Toy,No,Does not play music,No lighting,For sale,FtrRoulette_Remake_3_0,3_0,1112,vw9DarP73xCqTHm6i,HOUSEWARES
colorful wheel,Items,,,,No,No,No,,2900,725,Colorful,Colorful,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,,,,Yes,Toy,No,Does not play music,No lighting,For sale,FtrRoulette_Remake_4_0,4_0,1112,njtwJ2XoPgkvdfhuz,HOUSEWARES
cone,Red,,,,No,No,No,,630,157,Red,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrPylon_Remake_0_0,0_0,146,ruXYYTwLnkDh6GxNL,HOUSEWARES
cone,Blue,,,,No,No,No,,630,157,Blue,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrPylon_Remake_1_0,1_0,146,KKHLamBNiboMy49fp,HOUSEWARES
cone,Yellow,,,,No,No,No,,630,157,Yellow,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrPylon_Remake_2_0,2_0,146,nWhxKBPxDJg5GBWYK,HOUSEWARES
cone,White,,,,No,No,No,,630,157,White,White,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrPylon_Remake_3_0,3_0,146,2fvMZtzN6vw4sHxSK,HOUSEWARES
cone,Red stripes,,,,No,No,No,,630,157,Red,White,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrPylon_Remake_4_0,4_0,146,htsp838zt3prgkoNo,HOUSEWARES
cone,Green stripes,,,,No,No,No,,630,157,Green,White,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrPylon_Remake_5_0,5_0,146,h9YhnWJABFKin2PW8,HOUSEWARES
cone,Reflective stripes,,,,No,No,No,,630,157,Red,White,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrPylon_Remake_6_0,6_0,146,P3c6RxCHxY96HbG93,HOUSEWARES
cone,Caution stripes,,,,No,No,No,,630,157,Yellow,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrPylon_Remake_7_0,7_0,146,zXSvmZowqMXqqr4WY,HOUSEWARES
construction sign,Ongoing work,,,,No,No,No,,NFS,5000,White,Blue,1x1,1000.0,Nook Miles Shop,,1.0.0,garage,facility,,,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignConstruction_Remake_0_0,0_0,9568,aFi7Nk8YGWeoizzqu,HOUSEWARES
construction sign,Ongoing work - Little bro,,,,No,No,No,,NFS,5000,White,Blue,1x1,1000.0,Nook Miles Shop,,1.0.0,garage,facility,,,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignConstruction_Remake_1_0,1_0,9568,afCrPaE2EC3gechDH,HOUSEWARES
construction sign,Ongoing work - Big bro,,,,No,No,No,,NFS,5000,White,Blue,1x1,1000.0,Nook Miles Shop,,1.0.0,garage,facility,,,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignConstruction_Remake_2_0,2_0,9568,4p7rhWsq8uZteaxAJ,HOUSEWARES
construction sign,Construction ahead,,,,No,No,No,,NFS,5000,Blue,White,1x1,1000.0,Nook Miles Shop,,1.0.0,garage,facility,,,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignConstruction_Remake_3_0,3_0,9568,CtsKDmbg6y7TFtskj,HOUSEWARES
construction sign,Construction warning,,,,No,No,No,,NFS,5000,Orange,Black,1x1,1000.0,Nook Miles Shop,,1.0.0,garage,facility,,,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignConstruction_Remake_4_0,4_0,9568,JrCEBHapHgPh4ftpm,HOUSEWARES
cosmos shower,Pink,Flower color,,,Yes,Yes,No,5.0,NFS,3050,Pink,Green,1x1,,Crafting,,1.0.0,bathroom,fancy,flowers,,Yes,Bathtub,No,Does not play music,No lighting,Not for sale,FtrFlowerShower_Remake_0_0,0_0,7230,yCgStadyo3Zc8SKdg,HOUSEWARES
cosmos shower,Red,Flower color,,,Yes,Yes,No,5.0,NFS,3050,Red,Green,1x1,,Crafting,,1.0.0,bathroom,fancy,flowers,,Yes,Bathtub,No,Does not play music,No lighting,Not for sale,FtrFlowerShower_Remake_1_0,1_0,7230,JqxaNSF7fQmG8NZFK,HOUSEWARES
cosmos shower,White,Flower color,,,Yes,Yes,No,5.0,NFS,3050,White,Green,1x1,,Crafting,,1.0.0,bathroom,fancy,flowers,,Yes,Bathtub,No,Does not play music,No lighting,Not for sale,FtrFlowerShower_Remake_2_0,2_0,7230,eKtmhPuuzjsWAHa5z,HOUSEWARES
cotton-candy stall,Pink,,,,No,No,No,,NFS,15000,Pink,Red,2x1,3000.0,Nook Miles Shop,,1.0.0,fancy,party,,,Yes,Shop,Yes,Does not play music,No lighting,Not for sale,FtrCottoncandymachine_Remake_0_0,0_0,4412,CazDjtQjPatsHQcGE,HOUSEWARES
cotton-candy stall,Blue,,,,No,No,No,,NFS,15000,White,Blue,2x1,3000.0,Nook Miles Shop,,1.0.0,fancy,party,,,Yes,Shop,Yes,Does not play music,No lighting,Not for sale,FtrCottoncandymachine_Remake_1_0,1_0,4412,f9hTzDcwC4RX9xPxZ,HOUSEWARES
cotton-candy stall,Black,,,,No,No,No,,NFS,15000,Black,Brown,2x1,3000.0,Nook Miles Shop,,1.0.0,fancy,party,,,Yes,Shop,Yes,Does not play music,No lighting,Not for sale,FtrCottoncandymachine_Remake_2_0,2_0,4412,yPLp7pycmRXoekqXh,HOUSEWARES
crescent-moon chair,Yellow,Color,,,Yes,Yes,No,7.0,NFS,8500,Yellow,Yellow,2x1,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,No,Does not play music,Fluorescent,Not for sale,FtrStarMoonChairL_Remake_0_0,0_0,6829,ZRd7rA38D9gF5NJDL,HOUSEWARES
crescent-moon chair,Green,Color,,,Yes,Yes,No,7.0,NFS,8500,Green,Yellow,2x1,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,No,Does not play music,Fluorescent,Not for sale,FtrStarMoonChairL_Remake_1_0,1_0,6829,Q9onKzC2L9Sx4fKvc,HOUSEWARES
crescent-moon chair,Blue,Color,,,Yes,Yes,No,7.0,NFS,8500,Light blue,Yellow,2x1,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,No,Does not play music,Fluorescent,Not for sale,FtrStarMoonChairL_Remake_2_0,2_0,6829,HvpRb7MuCdy2Zzz5b,HOUSEWARES
crescent-moon chair,Purple,Color,,,Yes,Yes,No,7.0,NFS,8500,Purple,Yellow,2x1,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,No,Does not play music,Fluorescent,Not for sale,FtrStarMoonChairL_Remake_3_0,3_0,6829,D8YEuyBhvk3YNRWQc,HOUSEWARES
crescent-moon chair,Pink,Color,,,Yes,Yes,No,7.0,NFS,8500,Pink,Yellow,2x1,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,No,Does not play music,Fluorescent,Not for sale,FtrStarMoonChairL_Remake_4_0,4_0,6829,EsjzgZ4DDNgr3dScK,HOUSEWARES
crescent-moon chair,Orange,Color,,,Yes,Yes,No,7.0,NFS,8500,Orange,Yellow,2x1,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,No,Does not play music,Fluorescent,Not for sale,FtrStarMoonChairL_Remake_5_0,5_0,6829,9Sb3ACfFchJLoE3XH,HOUSEWARES
crescent-moon chair,White,Color,,,Yes,Yes,No,7.0,NFS,8500,White,Gray,2x1,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,No,Does not play music,Fluorescent,Not for sale,FtrStarMoonChairL_Remake_6_0,6_0,6829,zYqdAy8vDY5bjLv99,HOUSEWARES
crewed spaceship,,,,,Yes,No,No,,NFS,20000,White,Black,2x2,,Crafting,,1.0.0,space,,,,Yes,Space,Yes,Does not play music,No lighting,Not for sale,FtrSpacecraft,,5676,aNyRfrtcyv2wwMSro,HOUSEWARES
cute bed,White,,,,No,No,No,,12000,3000,White,Pink,2x2,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,,cute,,Yes,Bed,No,Does not play music,No lighting,For sale,FtrCuteBedW_Remake_0_0,0_0,3624,T8S2qTcQ28PdMLM6v,HOUSEWARES
cute bed,Sky blue,,,,No,No,No,,12000,3000,Light blue,White,2x2,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,,cute,,Yes,Bed,No,Does not play music,No lighting,For sale,FtrCuteBedW_Remake_1_0,1_0,3624,7oGbfEoXchzDxM5SS,HOUSEWARES
cute bed,Yellow,,,,No,No,No,,12000,3000,Yellow,Orange,2x2,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,,cute,,Yes,Bed,No,Does not play music,No lighting,For sale,FtrCuteBedW_Remake_2_0,2_0,3624,K5FhQSSavu5SrALAa,HOUSEWARES
cute bed,Red,,,,No,No,No,,12000,3000,Red,Red,2x2,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,,cute,,Yes,Bed,No,Does not play music,No lighting,For sale,FtrCuteBedW_Remake_3_0,3_0,3624,yNZorpxoxW3c8YWSt,HOUSEWARES
cute bed,Blue,,,,No,No,No,,12000,3000,Blue,Black,2x2,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,,cute,,Yes,Bed,No,Does not play music,No lighting,For sale,FtrCuteBedW_Remake_4_0,4_0,3624,NThCMdhEzLbbSn3kj,HOUSEWARES
cute chair,White,,,,No,No,No,,4300,1075,White,Pink,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Chair,No,Does not play music,No lighting,For sale,FtrCuteChairS_Remake_0_0,0_0,3999,tzs3akhvQFrFhudEy,HOUSEWARES
cute chair,Sky blue,,,,No,No,No,,4300,1075,Light blue,Blue,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Chair,No,Does not play music,No lighting,For sale,FtrCuteChairS_Remake_1_0,1_0,3999,tivvvrJXKiyvYowQM,HOUSEWARES
cute chair,Yellow,,,,No,No,No,,4300,1075,Yellow,Orange,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Chair,No,Does not play music,No lighting,For sale,FtrCuteChairS_Remake_2_0,2_0,3999,rQxNbx7Kk7iRvobGt,HOUSEWARES
cute chair,Red,,,,No,No,No,,4300,1075,Red,White,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Chair,No,Does not play music,No lighting,For sale,FtrCuteChairS_Remake_3_0,3_0,3999,YxDzqSq6daZPv5GcZ,HOUSEWARES
cute chair,Blue,,,,No,No,No,,4300,1075,Blue,Black,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Chair,No,Does not play music,No lighting,For sale,FtrCuteChairS_Remake_4_0,4_0,3999,w6sh3NFWzPMnuHfBg,HOUSEWARES
cute DIY table,White,,,,No,No,No,,7000,1750,White,Pink,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Work Bench,No,Does not play music,Spotlight,For sale,FtrCuteWorkbench_Remake_0_0,0_0,3995,ELzLX57L77astbxHb,HOUSEWARES
cute DIY table,Sky blue,,,,No,No,No,,7000,1750,Light blue,Blue,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Work Bench,No,Does not play music,Spotlight,For sale,FtrCuteWorkbench_Remake_1_0,1_0,3995,PSXCm8csqXToGmMse,HOUSEWARES
cute DIY table,Yellow,,,,No,No,No,,7000,1750,Yellow,Orange,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Work Bench,No,Does not play music,Spotlight,For sale,FtrCuteWorkbench_Remake_2_0,2_0,3995,n2bTZfj9XMoCRsC4T,HOUSEWARES
cute DIY table,Red,,,,No,No,No,,7000,1750,Red,Red,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Work Bench,No,Does not play music,Spotlight,For sale,FtrCuteWorkbench_Remake_3_0,3_0,3995,mcMvwCgMoeD4oCst5,HOUSEWARES
cute DIY table,Blue,,,,No,No,No,,7000,1750,Blue,Black,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Work Bench,No,Does not play music,Spotlight,For sale,FtrCuteWorkbench_Remake_4_0,4_0,3995,WgzffyCcHib4YkRTP,HOUSEWARES
cute floor lamp,White,,,,No,No,No,,3500,875,White,Pink,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrCuteLamp_Remake_0_0,0_0,4002,a5RzgbET6vvZauvgt,HOUSEWARES
cute floor lamp,Sky blue,,,,No,No,No,,3500,875,Light blue,Blue,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrCuteLamp_Remake_1_0,1_0,4002,cJTc4gavXjcqikmBH,HOUSEWARES
cute floor lamp,Yellow,,,,No,No,No,,3500,875,Yellow,Purple,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrCuteLamp_Remake_2_0,2_0,4002,Too8dDarzLpdR47GE,HOUSEWARES
cute floor lamp,Red,,,,No,No,No,,3500,875,Red,White,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrCuteLamp_Remake_3_0,3_0,4002,j9z8Bvu9PaRZd7Ruk,HOUSEWARES
cute floor lamp,Blue,,,,No,No,No,,3500,875,Blue,Black,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrCuteLamp_Remake_4_0,4_0,4002,iwKrz5CXjNaB5WTCr,HOUSEWARES
cute sofa,White,,,,No,No,No,,9600,2400,White,Pink,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrCuteChairL_Remake_0_0,0_0,3998,95nrQB2ZGnRfoge7E,HOUSEWARES
cute sofa,Sky blue,,,,No,No,No,,9600,2400,Light blue,Blue,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrCuteChairL_Remake_1_0,1_0,3998,cRNoeh9pN7JAk8wLJ,HOUSEWARES
cute sofa,Yellow,,,,No,No,No,,9600,2400,Yellow,Orange,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrCuteChairL_Remake_2_0,2_0,3998,EPahiFHfus98vyZAd,HOUSEWARES
cute sofa,Red,,,,No,No,No,,9600,2400,Red,White,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrCuteChairL_Remake_3_0,3_0,3998,M2TTTAJWjYfRb62Nt,HOUSEWARES
cute sofa,Blue,,,,No,No,No,,9600,2400,Blue,Black,2x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrCuteChairL_Remake_4_0,4_0,3998,9CKbxigdABfRndNSQ,HOUSEWARES
cute tea table,White,,,,No,No,No,,3000,750,White,Pink,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,No,Table,No,Does not play music,No lighting,For sale,FtrCuteTableS_Remake_0_0,0_0,4000,FuzPgbonXH2BjR6dk,HOUSEWARES
cute tea table,Sky blue,,,,No,No,No,,3000,750,Light blue,White,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,No,Table,No,Does not play music,No lighting,For sale,FtrCuteTableS_Remake_1_0,1_0,4000,kPoFsiCopPMetatPx,HOUSEWARES
cute tea table,Yellow,,,,No,No,No,,3000,750,Yellow,White,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,No,Table,No,Does not play music,No lighting,For sale,FtrCuteTableS_Remake_2_0,2_0,4000,PXHLJG2iXW5XzpYtK,HOUSEWARES
cute tea table,Red,,,,No,No,No,,3000,750,Red,White,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,No,Table,No,Does not play music,No lighting,For sale,FtrCuteTableS_Remake_3_0,3_0,4000,ZS8rtdEHSnexAEFnA,HOUSEWARES
cute tea table,Blue,,,,No,No,No,,3000,750,Blue,Purple,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,No,Table,No,Does not play music,No lighting,For sale,FtrCuteTableS_Remake_4_0,4_0,4000,vDBt83QLRMk4AdkPT,HOUSEWARES
cute vanity,White,,,,No,No,No,,5400,1350,White,Pink,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_0_0,0_0,4001,y2sCDMvPCTJQz6QB3,HOUSEWARES
cute vanity,Sky blue,,,,No,No,No,,5400,1350,Light blue,Blue,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_1_0,1_0,4001,vscpbHbALbpFEieSN,HOUSEWARES
cute vanity,Yellow,,,,No,No,No,,5400,1350,Yellow,Orange,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_2_0,2_0,4001,djiF4M7fGjwE6XLTf,HOUSEWARES
cute vanity,Red,,,,No,No,No,,5400,1350,Red,White,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_3_0,3_0,4001,o6EDSRzFFEdTedXLq,HOUSEWARES
cute vanity,Blue,,,,No,No,No,,5400,1350,Blue,Black,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_4_0,4_0,4001,oziGuTvYns2yXdJLr,HOUSEWARES
cute wardrobe,White,,,,No,No,No,,7300,1825,White,Pink,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrCuteClosetLR_Remake_0_0,0_0,3997,wHaafZ5eGnuiMD3ad,HOUSEWARES
cute wardrobe,Sky blue,,,,No,No,No,,7300,1825,Light blue,Blue,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrCuteClosetLR_Remake_1_0,1_0,3997,ognKckZTzCmr6djym,HOUSEWARES
cute wardrobe,Yellow,,,,No,No,No,,7300,1825,Yellow,Orange,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrCuteClosetLR_Remake_2_0,2_0,3997,N2jvtPa6kEdTW9zqH,HOUSEWARES
cute wardrobe,Red,,,,No,No,No,,7300,1825,Red,White,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrCuteClosetLR_Remake_3_0,3_0,3997,kT76B2eYgPGYqEvps,HOUSEWARES
cute wardrobe,Blue,,,,No,No,No,,7300,1825,Blue,White,1x1,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrCuteClosetLR_Remake_4_0,4_0,3997,bpg2z9qk9GQSgRrtm,HOUSEWARES
cypress bathtub,Light wood,,,,No,No,No,,13000,3250,Beige,Beige,2x2,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,,,,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathHinoki_Remake_0_0,0_0,7153,RZ87yXKzNe2rnjwP4,HOUSEWARES
cypress bathtub,Natural wood,,,,No,No,No,,13000,3250,Yellow,Yellow,2x2,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,,,,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathHinoki_Remake_1_0,1_0,7153,rYmN3AFFM2HtX73x7,HOUSEWARES
